State,Year,TimeInterval,name,Unit,Measure,Value
NH,2011,Annual,New Hampshire,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,29.77140001
NH,2012,Annual,New Hampshire,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,38.12742978
NH,2013,Annual,New Hampshire,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,65.48266996
NH,2014,Annual,New Hampshire,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,107.9714291
NH,2015,Annual,New Hampshire,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,147.2557907
NH,2016,Annual,New Hampshire,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,134.9308528
NH,2017,Annual,New Hampshire,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,135.6039592
NH,2018,Annual,New Hampshire,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,134.4662985
NJ,2005,Annual,New Jersey,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NJ,2006,Annual,New Jersey,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NJ,2007,Annual,New Jersey,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NJ,2008,Annual,New Jersey,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NJ,2009,Annual,New Jersey,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NJ,2010,Annual,New Jersey,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NJ,2011,Annual,New Jersey,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NJ,2012,Annual,New Jersey,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NJ,2013,Annual,New Jersey,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NJ,2014,Annual,New Jersey,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NJ,2015,Annual,New Jersey,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NJ,2016,Annual,New Jersey,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NJ,2017,Annual,New Jersey,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NJ,2018,Annual,New Jersey,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NM,2005,Annual,New Mexico,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NM,2006,Annual,New Mexico,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NM,2007,Annual,New Mexico,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NM,2008,Annual,New Mexico,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NM,2009,Annual,New Mexico,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NM,2010,Annual,New Mexico,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NM,2011,Annual,New Mexico,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NM,2012,Annual,New Mexico,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NM,2013,Annual,New Mexico,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NM,2014,Annual,New Mexico,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NM,2015,Annual,New Mexico,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NM,2016,Annual,New Mexico,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NM,2017,Annual,New Mexico,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NM,2018,Annual,New Mexico,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,76.53546445
NV,2005,Annual,Nevada,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NV,2006,Annual,Nevada,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NV,2007,Annual,Nevada,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NV,2008,Annual,Nevada,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NV,2009,Annual,Nevada,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NV,2010,Annual,Nevada,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NV,2011,Annual,Nevada,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NV,2012,Annual,Nevada,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NV,2013,Annual,Nevada,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NV,2014,Annual,Nevada,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NV,2015,Annual,Nevada,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NV,2016,Annual,Nevada,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NV,2017,Annual,Nevada,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NV,2018,Annual,Nevada,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NY,2005,Annual,New York,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NY,2006,Annual,New York,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NY,2007,Annual,New York,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NY,2008,Annual,New York,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NY,2009,Annual,New York,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NY,2010,Annual,New York,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NY,2011,Annual,New York,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NY,2012,Annual,New York,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NY,2013,Annual,New York,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NY,2014,Annual,New York,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NY,2015,Annual,New York,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NY,2016,Annual,New York,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NY,2017,Annual,New York,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
NY,2018,Annual,New York,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
OH,2005,Annual,Ohio,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,14.4565048
OH,2006,Annual,Ohio,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,14.52118967
OH,2007,Annual,Ohio,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,15.30346094
OH,2008,Annual,Ohio,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,22.4351155
OH,2009,Annual,Ohio,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,30.18437356
OH,2010,Annual,Ohio,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,30.15730579
OH,2011,Annual,Ohio,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,36.94900564
OH,2012,Annual,Ohio,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,51.70480903
OH,2013,Annual,Ohio,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,64.54842449
OH,2014,Annual,Ohio,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,74.79369677
OH,2015,Annual,Ohio,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,76.66296536
OH,2016,Annual,Ohio,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,71.57694936
OH,2017,Annual,Ohio,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,69.2297548
OH,2018,Annual,Ohio,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,55.0523531
OK,2005,Annual,Oklahoma,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
OK,2006,Annual,Oklahoma,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
OK,2007,Annual,Oklahoma,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
OK,2008,Annual,Oklahoma,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,2.077568082
OK,2009,Annual,Oklahoma,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,3.427654315
OK,2010,Annual,Oklahoma,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,5.283091738
OK,2011,Annual,Oklahoma,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,6.758859887
OK,2012,Annual,Oklahoma,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,6.136127193
OK,2013,Annual,Oklahoma,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,4.710975133
OK,2014,Annual,Oklahoma,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,4.89346319
OK,2015,Annual,Oklahoma,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,7.022826651
OK,2016,Annual,Oklahoma,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,11.52347855
OK,2017,Annual,Oklahoma,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,10.38461559
OK,2018,Annual,Oklahoma,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,11.79159982
OR,2005,Annual,Oregon,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,14.45701661
OR,2006,Annual,Oregon,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,12.63519892
OR,2007,Annual,Oregon,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,12.04018186
OR,2008,Annual,Oregon,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,15.28890248
OR,2009,Annual,Oregon,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,28.09525513
OR,2010,Annual,Oregon,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,30.43375513
OR,2011,Annual,Oregon,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,37.85963433
OR,2012,Annual,Oregon,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,49.92224282
OR,2013,Annual,Oregon,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,67.37918216
OR,2014,Annual,Oregon,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,87.04336956
OR,2015,Annual,Oregon,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,130.8110506
OR,2016,Annual,Oregon,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,94.47871665
OR,2017,Annual,Oregon,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,102.0759749
OR,2018,Annual,Oregon,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,101.2096363
PA,2005,Annual,Pennsylvania,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
PA,2006,Annual,Pennsylvania,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
PA,2007,Annual,Pennsylvania,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
PA,2008,Annual,Pennsylvania,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
PA,2009,Annual,Pennsylvania,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
PA,2010,Annual,Pennsylvania,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
PA,2011,Annual,Pennsylvania,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
PA,2012,Annual,Pennsylvania,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
PA,2013,Annual,Pennsylvania,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,20.511979
PA,2014,Annual,Pennsylvania,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,36.40357759
PA,2015,Annual,Pennsylvania,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,52.91759103
PA,2016,Annual,Pennsylvania,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,47.39622381
PA,2017,Annual,Pennsylvania,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,52.61294573
PA,2018,Annual,Pennsylvania,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,39.56635277
RI,2005,Annual,Rhode Island,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,12.83160291
RI,2006,Annual,Rhode Island,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,10.43976581
RI,2007,Annual,Rhode Island,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,18.38353745
RI,2008,Annual,Rhode Island,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,22.34979705
RI,2009,Annual,Rhode Island,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,22.58112671
RI,2010,Annual,Rhode Island,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,18.90464591
RI,2011,Annual,Rhode Island,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,21.4826024
RI,2012,Annual,Rhode Island,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,28.86981808
RI,2013,Annual,Rhode Island,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,41.53079286
RI,2014,Annual,Rhode Island,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,45.25198284
RI,2015,Annual,Rhode Island,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,45.57825051
RI,2016,Annual,Rhode Island,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,45.10223806
RI,2017,Annual,Rhode Island,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,32.59036742
RI,2018,Annual,Rhode Island,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,26.60276953
SC,2005,Annual,South Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,5.485331076
SC,2006,Annual,South Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,6.04667617
SC,2007,Annual,South Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,5.955821342
SC,2008,Annual,South Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,5.557165899
SC,2009,Annual,South Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,7.692297578
SC,2010,Annual,South Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,6.845216694
SC,2011,Annual,South Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,7.852616628
SC,2012,Annual,South Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,10.12212481
SC,2013,Annual,South Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,16.14238604
SC,2014,Annual,South Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,21.81962611
SC,2015,Annual,South Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,27.3478831
SC,2016,Annual,South Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,37.50480189
SC,2017,Annual,South Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,47.86142901
SC,2018,Annual,South Carolina,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,49.20679598
SD,2005,Annual,South Dakota,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,0.538430475
SD,2006,Annual,South Dakota,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,0.711761503
SD,2007,Annual,South Dakota,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,1.671938339
SD,2008,Annual,South Dakota,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,2.613771673
SD,2009,Annual,South Dakota,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,2.108581399
SD,2010,Annual,South Dakota,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,1.620049736
SD,2011,Annual,South Dakota,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,2.576705296
SD,2012,Annual,South Dakota,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,3.015476935
SD,2013,Annual,South Dakota,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,4.086449457
SD,2014,Annual,South Dakota,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,7.647951442
SD,2015,Annual,South Dakota,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,8.050871751
SD,2016,Annual,South Dakota,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,10.67009418
SD,2017,Annual,South Dakota,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,11.62547374
SD,2018,Annual,South Dakota,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,13.68623997
TN,2005,Annual,Tennessee,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,7.861752507
TN,2006,Annual,Tennessee,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,8.372110296
TN,2007,Annual,Tennessee,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,11.26233189
TN,2008,Annual,Tennessee,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,13.10504432
TN,2009,Annual,Tennessee,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,13.91059008
TN,2010,Annual,Tennessee,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,16.0285248
TN,2011,Annual,Tennessee,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,19.05727913
TN,2012,Annual,Tennessee,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,26.70307067
TN,2013,Annual,Tennessee,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,28.99073895
TN,2014,Annual,Tennessee,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,30.91953787
TN,2015,Annual,Tennessee,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,36.24323771
TN,2016,Annual,Tennessee,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,43.99056825
TN,2017,Annual,Tennessee,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,45.30618674
TN,2018,Annual,Tennessee,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,53.56685411
TX,2005,Annual,Texas,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,7.460259547
TX,2006,Annual,Texas,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,12.09387972
TX,2007,Annual,Texas,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,14.57719351
TX,2008,Annual,Texas,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,11.18318711
TX,2009,Annual,Texas,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,15.80914223
TX,2010,Annual,Texas,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,15.70284336
TX,2011,Annual,Texas,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,16.57264016
TX,2012,Annual,Texas,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,20.2590971
TX,2013,Annual,Texas,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,18.91359809
TX,2014,Annual,Texas,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,20.63310229
TX,2015,Annual,Texas,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,20.43082292
TX,2016,Annual,Texas,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,18.51314704
TX,2017,Annual,Texas,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,14.69228788
TX,2018,Annual,Texas,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,14.99848039
UT,2005,Annual,Utah,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,25.42798654
UT,2006,Annual,Utah,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,27.15002195
UT,2007,Annual,Utah,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,27.79010254
UT,2008,Annual,Utah,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,31.58071068
UT,2009,Annual,Utah,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,36.19794272
UT,2010,Annual,Utah,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,41.30579736
UT,2011,Annual,Utah,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,46.2368082
UT,2012,Annual,Utah,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,57.65661656
UT,2013,Annual,Utah,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,65.60802699
UT,2014,Annual,Utah,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,85.36097634
UT,2015,Annual,Utah,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,115.0196337
UT,2016,Annual,Utah,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,131.4834666
UT,2017,Annual,Utah,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,152.9373841
UT,2018,Annual,Utah,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,126.5843692
VA,2005,Annual,Virginia,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,17.40643575
VA,2006,Annual,Virginia,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,18.69377479
VA,2007,Annual,Virginia,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,17.92385488
VA,2008,Annual,Virginia,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,21.49671247
VA,2009,Annual,Virginia,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,26.43859228
VA,2010,Annual,Virginia,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,24.93818918
VA,2011,Annual,Virginia,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,25.98275532
VA,2012,Annual,Virginia,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,31.63066328
VA,2013,Annual,Virginia,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,43.92160544
VA,2014,Annual,Virginia,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,47.13966709
VA,2015,Annual,Virginia,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,53.88262604
VA,2016,Annual,Virginia,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,58.71175108
VA,2017,Annual,Virginia,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,56.3668434
VA,2018,Annual,Virginia,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,54.35351323
VT,2005,Annual,Vermont,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,16.82135719
VT,2006,Annual,Vermont,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,12.95962676
VT,2007,Annual,Vermont,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,7.435785526
VT,2008,Annual,Vermont,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,13.51901621
VT,2009,Annual,Vermont,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,13.49352148
VT,2010,Annual,Vermont,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,18.77968006
VT,2011,Annual,Vermont,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,22.09332617
VT,2012,Annual,Vermont,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,41.64998255
VT,2013,Annual,Vermont,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,81.22439981
VT,2014,Annual,Vermont,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,67.52148757
VT,2015,Annual,Vermont,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,73.89391704
VT,2016,Annual,Vermont,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,95.02919938
VT,2017,Annual,Vermont,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,103.9032673
VT,2018,Annual,Vermont,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,75.43820723
WA,2005,Annual,Washington,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,
WA,2006,Annual,Washington,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,5.060045878
WA,2007,Annual,Washington,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,14.76106304
WA,2008,Annual,Washington,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,16.76127343
WA,2009,Annual,Washington,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,21.20077779
WA,2010,Annual,Washington,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,36.26696535
WA,2011,Annual,Washington,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,45.49623567
WA,2012,Annual,Washington,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,54.70650957
WA,2013,Annual,Washington,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,54.45054257
WA,2014,Annual,Washington,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,59.81180602
WA,2015,Annual,Washington,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,59.71165632
WA,2016,Annual,Washington,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,65.20809346
WA,2017,Annual,Washington,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,71.70439447
WA,2018,Annual,Washington,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,71.21545162
WI,2005,Annual,Wisconsin,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,18.01373585
WI,2006,Annual,Wisconsin,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,19.86811118
WI,2007,Annual,Wisconsin,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,11.02597762
WI,2008,Annual,Wisconsin,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,15.31362928
WI,2009,Annual,Wisconsin,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,14.61097685
WI,2010,Annual,Wisconsin,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,18.80718265
WI,2011,Annual,Wisconsin,"Rate per 100,000 Population",Crime Incident Related to Heroin Morphine And Opium,24.60476235
